"","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"2014-01-23",1160,1162.49,1154.37,1160.1,1949100,1160.1
"2014-01-24",1151.01,1153.55,1123,1123.83,3892500,1123.83
"2014-01-27",1126.1,1126.5,1082.27,1101.23,4353600,1101.23
"2014-01-28",1110.32,1125.75,1109.94,1123.01,2210200,1123.01
"2014-01-29",1119.12,1121.75,1099.42,1106.92,2379900,1106.92
"2014-01-30",1145,1152.49,1127.25,1135.39,5091400,1135.39
"2014-01-31",1171.35,1186.54,1151.13,1180.97,5566300,1180.97
"2014-02-03",1179.2,1181.72,1132.01,1133.43,4569100,1133.43
"2014-02-04",1137.99,1155,1137.01,1138.16,2811900,1138.16
"2014-02-05",1143.38,1150.77,1128.02,1143.2,2394500,1143.2
"2014-02-06",1151.13,1160.16,1147.55,1159.96,1946600,1159.96
"2014-02-07",1167.63,1177.9,1160.56,1177.44,2636200,1177.44
"2014-02-10",1171.8,1182.4,1169.02,1172.93,1945200,1172.93
"2014-02-11",1180.17,1191.87,1172.21,1190.18,2050800,1190.18
"2014-02-12",1189,1190,1181.38,1186.69,1724500,1186.69
"2014-02-13",1180.75,1199.9,1179.66,1199.9,1836400,1199.9
"2014-02-14",1195.61,1204.39,1192.8,1202.8,2186700,1202.8
"2014-02-18",1201.41,1212.87,1200,1210.88,2108900,1210.88
"2014-02-19",1205.3,1209.22,1197.5,1202.34,2103600,1202.34
"2014-02-20",1203.14,1206.89,1200.22,1204.11,1700800,1204.11
"2014-02-21",1207.81,1209.87,1202.84,1203.79,1862300,1203.79
"2014-02-24",1205.36,1220.16,1205.1,1212.51,1674300,1212.51
"2014-02-25",1215.94,1224.5,1210.42,1220,1438700,1220
"2014-02-26",1224,1228.88,1213.76,1220.17,1982200,1220.17
"2014-02-27",1218.39,1224.23,1217.01,1219.21,1260000,1219.21
"2014-02-28",1220.34,1224.19,1206.22,1215.65,2313600,1215.65
"2014-03-03",1206.75,1207.84,1192.14,1202.69,2104800,1202.69
"2014-03-04",1215,1216,1209.5,1214.91,1467700,1214.91
"2014-03-05",1215.05,1223.08,1211.41,1218.26,1235300,1218.26
"2014-03-06",1222.28,1226.15,1218.6,1219.61,1268100,1219.61
"2014-03-07",1226.8,1226.99,1211.44,1214.79,1515100,1214.79
"2014-03-10",1215.69,1217.64,1204.09,1211.57,1214600,1211.57
"2014-03-11",1213.77,1214.32,1196.64,1199.99,1713000,1199.99
"2014-03-12",1196.4,1207.85,1184.19,1207.3,1964300,1207.3
"2014-03-13",1207.95,1210.5,1184.76,1189.06,2339700,1189.06
"2014-03-14",1181.99,1190.87,1172.53,1172.8,2293900,1172.8
"2014-03-17",1179.25,1197.07,1178.11,1192.1,2162100,1192.1
